text,account_age,posting_frequency,label,split,source
"Finally tapos na yung report ko, pwede na mag-rest ngayong weekend.",1563,1.15,0,train,synthetic_supplement
Nagluto ako ng breakfast today — pancakes and eggs! Simple joys.,335,1.64,0,train,real
Random update: sobrang kulit ng aso namin. Nakakatuwa rin pala yung ganitong routine.,1567,2.63,0,train,real
IMPORTANT: RCBC requires all customers to re-verify their accounts. Click here: tinyurl.com/free6112. Deadline: 5 days.,59,22.15,1,train,real
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. click the link in the post. first come, first served.",51,5.45,1,train,real
Mental health reminder: It's okay to rest. You don't have to be productive every day.,2762,2.52,0,train,real
"PhilHealth advisory: hindi po kami nagbibigay ng ayuda through Facebook Messenger, sa branch lang po ang official process. Salamat po.",107,8.85,0,val,synthetic_supplement
"Found this recipe online and it's amazing, sharing the link here: https://manilabulletin.com.ph/3660",2590,15.89,0,test,synthetic_bias_fix
"Mga lods, may cashback program daw na turn ₱500 into a bigger payout. PM me for the registration link; legit daw and maraming payout screenshots.",2,17.78,1,train,real
"Open for lunch and dinner orders
May free delivery po kami ngayon, order na!
Mainit po namin dedeliver:

Kusina ni Ate
Physical Store @ 20 44
🛵 Free Delivery for a Minimum Order of P 80
Rainy Saturday
 01 -14 -26
Today's Menu
Adobong Chicken Liver -60
Pancit Bihon -70❌❌
Ginisang Munggo -65
Pork Sisig -65
Fried Dalagang Bukid -30
Chicken Adobo -20❌❌
Pork in BBQ Sauce -35
Salamat sa order palagi!",153,5.12,0,train,synthetic_menu_fix
Mother's Day is coming! Time to plan something special for mama.,358,1.16,0,train,real
Nag-grocery ako sa Eastwood kanina. Ang daming tao.,567,1.55,0,val,real
Looking for second-hand tablet/laptop under P2500 for my little brother. Salamat!,1068,3.86,0,train,real
"Grabe, ang bilis ma-approve! ₱500,000 loan ko, ₱100 lang binayad ko. Legit talaga: wa.me/6511.",4,9.73,1,train,real
"Started meal prepping this week. Healthier choices, happier body.",1036,2.06,0,val,real
Sino gusto sumali sa basketball liga? Registration is at Makati barangay hall.,376,1.32,0,train,real
"Ate pa-send lang po ng OTP, nag-register kasi ako sa GrabPay pero number mo nalagay ko.",29,29.48,1,train,real
FLOOD ADVISORY: Water level at the Quezon City river has reached critical level as of this hour. Residents in low-lying areas are advised to evacuate immediately. Updates here: https://cnnphilippines.com/6572,1229,11.66,0,train,synthetic_bias_fix
"Gusto mo kumita habang naka-phone lang? Like products and earn ₱3,000 daily. Proven: bit.ly/earn1005.",3,15.82,1,train,real
⚠️ PHIVOLCS ADVISORY: Mayon Volcano recorded ashfall this morning (27/8/2026). Communities in Albay within the permanent danger zone should remain vigilant. https://pagasa.dost.gov.ph/6598,2269,21.4,0,train,synthetic_hazard_fix
PHIVOLCS Volcano Bulletin: Pinatubo alert status raised to Alert Level 1 due to ashfall. Avoid entry into the extended danger zone. https://phivolcs.dost.gov.ph/2411,694,1.72,0,train,synthetic_hazard_fix
Ang dami kong backlogs sa work. Need to catch up this weekend.,2298,0.18,0,val,real
"Late-night thoughts, bumalik ako sa gym. Sulit naman kahit pagod.",795,1.14,0,train,real
Ang ganda ng exhibit sa Ayala! Highly recommended for art lovers.,1814,0.37,0,train,real
Bumili ako ng ice cream kanina dahil ang init. Best decision ever!,1745,17.4,0,train,real
"Looking for virtual assistant? We're hiring — ₱2,000 monthly salary! Apply now: t.me/group1501.",142,8.26,1,train,real
"Part-time online job. ₱50,000/month. PM is the key.",42,9.4,1,train,real
PhilHealth advisory: Update your member information to avoid disruption of benefits. Click: forms.gle/7051.,52,10.11,1,test,real
Sharing the highlights from last week's Sunday Service. Come and join us every Sunday at Calamba at 9:30 AM.,1395,1.57,0,train,real
Grabe yung ending ng Netflix! No spoilers pero must-watch talaga!,1725,12.4,0,test,real
Nag-avail kami ng promo sa Chowking — buy 1 take 1! Sulit talaga.,2674,0.17,0,train,real
"Sis pasuyo naman, pa-receive ng P1000 sa Maya mo, may error kasi app ko ngayon.",38,27.49,1,train,real
"Para ma-release yung ₱50,000 loan mo, kailangan muna ng refundable security deposit na ₱100. I-send sa GrabPay:",89,3.53,1,test,real
"May ₱50,000 na pending cash-in sa Maya ko. Need yung code na na-send sa number mo para ma-receive ko.",22,27.99,1,test,real
Coins.ph Security Alert: Someone tried to access your account from a new device. Confirm it's you: t.me/group9356.,48,0.82,1,train,real
Reminder to myself: having money doesn't mean spending everything. Saving is part of the plan.,662,2.51,0,train,real
"After a busy day, nag-set aside ako ng oras para magpahinga. Tomorrow ulit. Worth it yung effort. Petiks lang to.",2634,2.64,0,train,synthetic_supplement
You are invited to our annual barangay fiesta! See you all tomorrow at the Santa Rosa covered court.,2292,1.79,0,train,real
"Good morning, natapos ko rin yung report. Ang simple ng araw pero okay lang. Small progress is still progress.",1312,0.4,0,val,real
HAZARD WARNING for all residents on the slopes of Pinatubo in Albay! PHIVOLCS recorded sulfur dioxide emission overnight (28/8/2026). https://bpptkg.esdm.go.id/2058,1802,19.88,0,train,synthetic_hazard_fix
"Guys, nakita ko itong small investment opportunity and ang promise ay get same-day payouts. click the link in the post. first come, first served.",1,6.57,1,train,real
Double your money in 5 days! Our forex trading bot has 99% win rate. Join now: shorturl.at/8071.,6,21.44,1,train,real
Part-time job online! Earn up to P1000 weekly. Type HOW para maka-join sa Telegram group.,9,5.18,1,train,real
"Bro, pautang muna P500 sa GCash, na limit kasi account ko. Bayaran ko din bukas promise.",53,13.57,1,test,real
May nakakaalam ba kung paano mag-apply ng tulong sa SSS? Badly need it.,1771,1.25,0,train,real
"Hi, I need the Metrobank verification code sent to this number. It's for my account ending in 5651. Thank you!",41,6.24,1,train,real
"Sharing the highlights from last week's Bible Study Night.
Come and join us every Sunday at Barangay Hall, Cabuyao at 10:00AM.
[#WISDOMChurchBibleStudyNight](https://www.facebook.com/hashtag/wisdomchurchbiblestudynight?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#PrayerWorks](https://www.facebook.com/hashtag/prayerworks?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",454,2.77,0,train,synthetic_hashtag_fix
Fake news yung kumakalat na link about free cash from Pag-IBIG. Wag i-click.,1191,2.95,0,train,real
"Bro, pautang muna P10000 sa Coins.ph, na limit kasi account ko. Bayaran ko din bukas promise.",12,14.54,1,train,real
Security Bank Security: Your online banking access will be restricted in 7 days. Update your information now: t.me/group7466.,53,14.91,1,test,real
Naka-graduate na ako finally! Salamat sa suporta ng buong pamilya. Ganun talaga.,614,2.37,0,train,synthetic_supplement
"Sis pasuyo naman, pa-receive ng P500 sa Maya mo, may error kasi app ko ngayon.",9,11.66,1,train,real
"Concert tickets available! ₱10,000 each. Limited supply. PM to reserve. GCash payment only.",45,12.92,1,test,real
UnionBank Security: Your online banking access will be restricted in 5 days. Update your information now: shorturl.at/2860.,13,12.69,1,train,real
Salamat sa Diyos sa lahat ng biyaya. Hindi madali pero kinakaya.,2929,0.74,0,train,real
"PM sent! Para ma-reserve yung branded bag, need ko ng ₱999 down payment. Balance upon delivery.",42,13.08,1,train,real
"Uy, nag-trigger ng security alert yung Landbank ko. Na-send yung code sa old number. Pwede mo ba i-send sakin?",1231,24.89,1,train,real
"Finally! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. Back to reality tomorrow haha.",1380,2.04,0,train,real
"Visa assistance for Canada — guaranteed approval! Service fee: ₱15,000. PM me.",43,21.82,1,train,real
HAZARD WARNING for all residents on the slopes of Kanlaon Volcano in Sorsogon! PHIVOLCS recorded ashfall overnight (27/8/2026). https://ndrrmc.gov.ph/8798,1169,3.0,0,val,synthetic_hazard_fix
"Mga lods, naglaro kami hanggang madaling-araw. Needed that break today. Nakakatuwa rin pala yung ganitong routine.",1224,2.1,0,train,real
Your Security Bank account has been compromised. Please update your information immediately at wa.me/2990. Failure to do so will result in permanent suspension.,1678,11.2,1,test,real
"Now taking orders for today
Rainy day special, free delivery within the area
Mainit po namin dedeliver:

Kusina ni Ate
Physical Store @ 25 45
🛵 Free Delivery for a Minimum Order of P 50
Sunny Monday
 02 -23 -26
Today's Menu
Pork in BBQ Sauce -70
Boneless Fish Steak -30
Patola w/ Miswa -30
Adobong Chicken Liver -55
Chicken Adobo -25❌❌
Pork Dinuguan -20❌❌
Sweet and Sour Chicken Fillet -20
Chopsuey -55❌❌
Glory to the Most High God🙏",685,1.02,0,test,synthetic_menu_fix
"Open for lunch and dinner orders
Free deliveryyyy until 9pm.... sa ayaw na po lumabas at maulan
Mainit po namin dedeliver:

Nena's Kitchen
Physical Store @ 16 15
🛵 Free Delivery for a Minimum Order of P 80
Humid Wednesday
 09 -08 -26
Today's Menu
Adobong Chicken Liver -45
Pancit Bihon -55
Ginisang Kalabasa -20
Pork in BBQ Sauce -65
Boneless Fish Steak -65
Ginataang Langka -50
Sweet and Sour Chicken Fillet -50
Chicken Adobo -60❌❌
Bicol Express -45❌❌
God bless po sa lahat!",181,3.13,0,test,synthetic_menu_fix
Kumikita na ang mga kasama ko ng $200 daily sa crypto trading. Gusto mo matuto? DM me or click: rebrand.ly/7514.,22,28.86,1,train,real
"Thank God, approved na yung scholarship allowance ko. Huge help for my school expenses.",1013,1.93,0,train,real
"Last chance to join our exclusive trading group! Only ₱200 membership fee. Earn ₱25,000 daily: tinyurl.com/free7082.",59,3.89,1,train,real
Nag-jogging ako kanina sa park. Ang refreshing ng morning air.,128,2.02,0,test,real
"Pag-IBIG salary loan schedule released na daw, check niyo na lang sa member portal, hindi sa Messenger. Totoo ba kaya to?",142,5.63,0,train,synthetic_supplement
"Your credit limit has been increased to ₱1,000,000. Activate now by paying ₱250: rebrand.ly/3349.",1061,8.73,1,train,real
"Now hiring product reviewers! No experience required, training provided. Salary: $500/month. bit.ly/earn8385.",9,16.77,1,train,real
Kumain kami ni Jhay sa Jollibee kanina. Masarap pa rin ang pagkain! 😄,1427,9.37,0,train,real
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. send the required deposit, lods. limited slots lang kaya bilisan.",23,19.78,1,train,real
"Sharing the highlights from last week's Youth Outreach.
Come and join us every Sunday at Barangay Hall, Cabuyao at 6:30PM.
[#YouthOutreach](https://www.facebook.com/hashtag/youthoutreach?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#FaithCommunity](https://www.facebook.com/hashtag/faithcommunity?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#GodIsGood](https://www.facebook.com/hashtag/godisgood?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",819,0.69,0,test,synthetic_hashtag_fix
"Analysts weigh in after Jeff Bezos teased a new AI assistant with just a few words on social media — some call it a game-changer, others remain skeptical.",383,4.9,0,test,synthetic_emoji_giveaway_fix
PHIVOLCS Seismic Bulletin: aftershocks continue to be felt in Negros Occidental following last night's earthquake. Residents advised to check structures for damage. https://bpptkg.esdm.go.id/6233,461,0.74,0,train,synthetic_hazard_fix
"After a busy day, nagplano kami ng short trip. Tomorrow ulit. Worth it yung effort.",858,2.72,0,val,real
"Sis pasuyo naman, pa-receive ng P1000 sa Coins.ph mo, may error kasi app ko ngayon.",16,14.66,1,train,real
Sino gusto sumali sa basketball liga? Registration is at Calamba barangay hall.,1785,0.53,0,train,real
"Your GCash account password was changed. If this wasn't you, reply with the verification code we sent.",49,23.95,1,train,real
"Promo airfare! Manila to Saudi Arabia — ₱2,500 only! Book now: bit.ly/earn6858. Limited slots.",51,9.97,1,train,real
Just passed my certification exam! One step closer to my dream career.,76,5.0,0,train,real
PNB notice: Unusual activity was detected. Please confirm your identity through the attached page using the page sent in this message before your access is restricted.,59,15.37,1,train,real
Your package from Lazada is being held due to incomplete address. Update delivery info: t.me/group9707.,42,2.74,1,val,real
"Forex trading made easy! Copy our expert trades and earn ₱7,500 weekly. Free trial: cutt.ly/1456.",108,7.51,1,train,real
"SSS salary loan schedule released na daw, check niyo na lang sa member portal, hindi sa Messenger. Take care everyone.",216,8.76,0,train,synthetic_supplement
PhilHealth payout is ready! I-claim ang P500 dito sa link na ito: gcash-rewards-ph.net,44,12.49,1,train,real
"Nag-enroll ako sa financial literacy seminar. Free lang, sponsored ng LGU.",37,1.6,0,train,real
Finally got my first paycheck! Time to budget this money wisely.,1207,1.15,0,val,real
PA-PRE ORDER NA PO NG Puto Cheese FOR TOMORROW! Nena's Home Baked 🤭 limited lang po ang bilog kaya bilisan!,317,0.51,0,train,synthetic_emoji_giveaway_fix
"May nag-chat sakin sa Telegram, offering easy jobs. Blocked immediately.",1611,0.6,0,val,real
Today felt simple: naglinis ako ng garden. Back to reality tomorrow haha.,2500,1.21,0,train,real
"Sharing the highlights from last week's Family Day.
Come and join us every Sunday at Villa Esmeralda Clubhouse, Santa Rosa, Laguna at 4:00PM.
[#WISDOMChurch](https://www.facebook.com/hashtag/wisdomchurch?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#GodIsGood](https://www.facebook.com/hashtag/godisgood?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",2018,2.99,0,test,synthetic_hashtag_fix
"Happy Sunday, natapos ko rin yung report. Ang simple ng araw pero okay lang. Walang grand plan, enjoy lang muna.",1148,1.57,0,train,real
"Need emergency cash? Borrow up to ₱200,000 with our app — no credit check required! tinyurl.com/free8478.",1303,23.21,1,train,real
Double your money in 3 days! Our forex trading bot has 99% win rate. Join now: bit.ly/earn5586.,112,3.75,1,train,real
Nag-bike ride kami ni Mae sa BGC. Ang saya!,6,0.68,0,train,real
"Sis pasuyo naman, pa-receive ng P20000 sa Coins.ph mo, may error kasi app ko ngayon.",14,15.54,1,train,real
RCBC notice: Your account needs verification. Please verify your login and OTP using the page sent in this message before your access is restricted.,34,27.35,1,train,real
J&T Express: Package #7567 requires additional shipping fee of ₱150. Pay here: shorturl.at/4182.,1320,16.39,1,train,real
Inviting everyone to our free medical mission tomorrow morning at Cabuyao.,1082,2.02,0,train,real
Blocked na yung China Bank card mo dahil sa suspicious activity. Unblock dito: tinyurl.com/free8318. Asap ha!,1362,23.77,1,train,real
Nag-attend ako ng company training today. Ang dami kong natutunan!,2219,1.87,0,val,real
"New episode drop tonight, sino manonood mamaya? Sobrang saya!",1713,2.01,0,val,synthetic_supplement
May nakakaalam ba kung paano mag-apply ng tulong sa DSWD? Badly need it.,1974,1.85,0,train,real
"After a busy day, nagplano kami ng short trip. Tomorrow ulit. Worth it yung effort.",1678,2.69,0,val,real
Today felt simple: naglinis ako ng garden. Sana mas relaxed ang next few days.,1709,0.43,0,train,real
Got paid for a legitimate freelance project today. Deposited most of it and kept a little for weekend food.,983,2.01,0,train,real
We sent a verification code to your number. Please enter it at cutt.ly/9515 to confirm your BPI transaction.,584,9.51,1,train,real
"May nag-cancel na order kaya extra stock kami ng Nintendo Switch. ₱2,000 discounted price. PM asap.",117,2.36,1,train,real
"Sa mga naghahanap ng extra income, this affiliate income offer says you can receive a guaranteed daily return. connect your wallet for verification, lods. open until midnight only.",48,14.32,1,test,real
"Legit online paluwagan with contract. ₱500 contribution, ₱2,500 payout sa isang linggo. Join: shorturl.at/6310.",28,27.25,1,test,real
"Thank you for 10 million downloads! To celebrate, we're giving away prizes — official mechanics here: https://gmanetwork.com/5111",1691,18.62,0,test,synthetic_bias_fix
Free electric scooter giveaway! Just share this post and register here: forms.gle/1543. Winners announced in 5 days!,5,6.74,1,val,real
Inviting everyone to our free medical mission tomorrow morning at Calamba.,818,0.7,0,train,real
ROAD CLOSURE: the coastal road is impassable due to landslide. Motorists are advised to take alternate routes. Details via @PhilstarNews: https://pagasa.dost.gov.ph/6898,552,10.8,0,val,synthetic_bias_fix
Got promoted today! All the hard work and late nights were worth it. 💪,1768,1.33,0,train,real
"Attention po! If you want shopping voucher promo, they claim you can get a commission for every successful invite. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income.",40,9.47,1,train,real
"Found this recipe online and it's amazing, sharing the link here: https://abs-cbn.com/6665",2842,8.62,0,train,synthetic_bias_fix
"Napa-post lang ako! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Sulit naman kahit pagod.",1724,0.39,0,train,real
"Update: Our rider said your area is non-COD. Please transfer ₱25,000 via Maya for delivery.",27,7.12,1,train,real
Nag-bond kami ng family sa BGC. Best weekend ever!,1075,2.23,0,test,real
"Sobrang reliable nung seller — fast shipping, good packaging, legit item.",1214,17.57,0,train,real
Nag-videocall kami ng buong family kagabi. Connection ang pinaka-importante.,1226,2.27,0,train,real
"Started meal prepping this week. Healthier choices, happier body.",659,2.83,0,val,real
Bakit down ang Maya ngayon? Di tuloy ako makapagbayad using my BPI account.,1144,0.15,0,train,real
PHIVOLCS Seismic Bulletin: aftershocks continue to be felt in Batangas following last night's earthquake. Residents advised to check structures for damage. https://phivolcs.dost.gov.ph/7927,2004,21.15,0,train,synthetic_hazard_fix
Bakit down ang Maya ngayon? Di tuloy ako makapagbayad using my BPI account.,577,3.65,0,train,real
Bro help naman — na-hack yung China Bank online banking ko. Nag-send sila ng OTP sa old number ko na ikaw na gumagamit. Send mo sakin please.,68,5.0,1,train,real
"Grateful for another successful Clean-up Drive with Sta. Rosa LGU Youth Council, see you all again next time!
#Sta.RosaLGUYouthCouncil #Clean-upDrive #CommunityFirst",2276,2.82,0,val,synthetic_hashtag_fix
Today felt simple: finally napanood ko yung movie. Worth it yung effort.,1619,0.67,0,train,real
"Legit seller here! branded bag brand new for ₱25,000. DM to reserve. Can ship via J&T.",55,9.45,1,test,real
"Pare, nag-sign up ako sa Coins.ph gamit yung old number ko na sayo na. Pa-forward yung OTP. Last time na to promise!",47,17.44,1,train,real
Digital paluwagan — 100% payout guaranteed. Nasa slot 3 na kami. Pasok ka na! PM me or t.me/group5077.,1842,15.07,1,train,real
Nag-review ako ng products before buying. Research talaga bago checkout.,604,2.53,0,test,real
"Maraming nag-iinquire sa Air Jordan. If you're serious, deposit ₱100 now.",19,15.54,1,train,real
"P1000 cash grant galing sa PhilHealth AKAP, click this link para makuha ang ayuda: bit.ly/claim-now",9,26.48,1,train,real
Nag-attend ako ng company training today. Ang dami kong natutunan!,908,2.84,0,val,real
"Sharing the highlights from last week's Cell Celebration.
Come and join us every Sunday at Riverside Pavilion, Los Baños at 10:00AM.
[#GodIsGood](https://www.facebook.com/hashtag/godisgood?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#NewHopeChristianChurch](https://www.facebook.com/hashtag/newhopechristianchurch?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#CellCelebration](https://www.facebook.com/hashtag/cellcelebration?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#PrayerWorks](https://www.facebook.com/hashtag/prayerworks?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",2737,0.73,0,train,synthetic_hashtag_fix
"You've been selected for Coins.ph's cashback promo! Get ₱25,000 now: wa.me/5008. Limited time only.",43,24.42,1,val,real
Sino nakakita nung viral video sa Alabang? Ang funny talaga! 😂,40,2.86,0,train,real
"🌋 EARTHQUAKE ALERT: Magnitude 4.6 tremor recorded off the coast of Sorsogon, tsunami advisory currently being assessed. https://ndrrmc.gov.ph/1926",2563,16.79,0,test,synthetic_hazard_fix
"Earn ₱50,000 weekly just by watching ads and completing surveys! Register: link.ph/5257.",307,10.47,1,train,real
Nakakastress ang exam kanina. Sana pumasa ako! 📚,340,1.78,0,val,real
First time ko mag-cook para sa family. Medyo burnt pero appreciate nila effort haha.,1167,0.67,0,train,real
"Selling my pre-loved sneakers, ₱3,000. Meet-up lang sa Bay, no COD po sorry. Hays.",929,1.1,0,val,synthetic_supplement
Ang ganda ng podcast na na-discover ko. Perfect for commute listening.,14,1.79,0,train,real
"Passive income through XRP staking — ₱15,000 monthly guaranteed. No experience needed: rebrand.ly/5356.",13,2.59,1,train,real
Na-hack yung Facebook ng tita ko tapos nanghihingi ng pera sa GCash.,2368,2.33,0,test,real
LAST DAY: Get up to 50% off selected items in-store and online. Details: https://go.nasa.gov/4749,718,13.66,0,train,synthetic_bias_fix
"Aquino Bridge SECTION COLLAPSES

Situation this morning at the collapsed section of Aquino Bridge in Iloilo. The incident was reported last night during heavy rains brought by the southwest monsoon. | via @PhilstarNews https://manilabulletin.com.ph/7451",2920,12.59,0,train,synthetic_bias_fix
"Pag-IBIG advisory: hindi po kami nagbibigay ng ayuda through Facebook Messenger, sa branch lang po ang official process. Grabe talaga.",4,8.09,0,train,synthetic_supplement
"Gusto mo kumita habang naka-phone lang? Like products and earn ₱5,000 daily. Proven: cutt.ly/5716.",31,13.49,1,train,real
"Reminder: Your ₱200,000 loan is ready. Settle the ₱100 processing fee today to avoid cancellation. forms.gle/1163.",53,27.37,1,val,real
"Bro, pautang muna P1000 sa Coins.ph, na limit kasi account ko. Bayaran ko din bukas promise.",29,6.46,1,train,real
"Sorry ha, nag-register ako sa Security Bank online pero lumang number ko na sayo na yung nakalagay. Pa-send ng OTP.",29,11.55,1,train,real
Looking for second-hand tablet/laptop under P1000 for my little brother. Salamat!,575,0.22,0,train,real
"Nag-apply ako sa loan sa Maya kanina, sabi ni ate sa branch mga 3 days daw bago ma-approve, wala namang bayad muna.",39,10.85,0,val,synthetic_supplement
"Alert: $1,000 is being transferred from your account. Send us the code to cancel this transaction immediately.",25,17.64,1,train,real
"Pag-IBIG Multi-Purpose Loan: Pre-approved for ₱50,000. Pay ₱300 admin fee to process. rebrand.ly/2600.",46,29.92,1,val,real
Nagpresent ako sa meeting kanina. Super kaba pero nag-go well naman.,321,4.12,0,train,real
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sana mas relaxed ang next few days.",948,2.48,0,train,real
This is an automated message from EastWest Bank. Your account security settings need updating. Visit wa.me/5586 within 24 hours.,3,27.81,1,val,real
"4Ps salary loan schedule released na daw, check niyo na lang sa member portal, hindi sa Messenger. Ingat lahat!",66,12.32,0,test,synthetic_supplement
"SSS Salary Loan: You're eligible for up to ₱1,000,000. Processing fee of ₱250 is required. Apply: cutt.ly/3445.",50,15.55,1,train,real
Nag-sell ako ng homemade pastries online. Ang daming orders! Grateful for the support.,301,0.74,0,test,real
"Los Baños Animal Welfare Group is organizing a Feeding Program this coming Saturday, all residents are welcome to join.
#LosBañosAnimalWelfareGroup #FeedingProgram #CommunityFirst",2251,0.55,0,train,synthetic_hashtag_fix
Surprise birthday party for mama! Ang saya ng reaction niya! 🎂,22,1.3,0,train,real
"Grabe, natapos ko rin yung report. Ang simple ng araw pero okay lang. Simple things pero nakaka-good mood.",1382,15.48,0,test,real
"Sharing the highlights from last week's Prayer Meeting.
Come and join us every Sunday at Barangay Hall, Cabuyao at 10:00AM.
[#FaithCommunity](https://www.facebook.com/hashtag/faithcommunity?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#GodIsGood](https://www.facebook.com/hashtag/godisgood?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#PrayerMeeting](https://www.facebook.com/hashtag/prayermeeting?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)
[#PrayerWorks](https://www.facebook.com/hashtag/prayerworks?__cft__[0]=AZZmc8R1ZfdurSBiS-gGuQG_CQtaTzj_amjODTvAVpq_lKE_W-Vn1Dr0YRX2hey8UjM3xnBxQeK9y9B9fFbxsDRHe7lSnWubffM&__tn__=*NK-R)",2191,2.04,0,train,synthetic_hashtag_fix
Nag-boxing kami ng barkada. Ang saya kahit pawisan na lahat!,998,2.47,0,val,real
"Late-night thoughts, bumalik ako sa gym. Ang simple ng araw pero okay lang. Small progress is still progress.",701,2.05,0,train,real
Finally hit my weight goal after months of discipline!,1867,5.92,0,test,real
"Now taking orders for today
Rainy day special, free delivery within the area
Mainit po namin dedeliver:

Kusina ni Ate
Physical Store @ 2 52
🛵 Free Delivery for a Minimum Order of P 80
Rainy Saturday
 11 -12 -26
Today's Menu
Kare-Kare -20
Pork Embotido -25
Patola w/ Miswa -60❌❌
Pork in BBQ Sauce -20
Lumpiang Shanghai -20
Ginisang Munggo -45
Chopsuey -70
Sweet and Sour Chicken Fillet -35❌❌
Pancit Bihon -45
Ginisang Kalabasa -45❌❌
Pork Steak -35
Boneless Fish Steak -70
Glory to the Most High God🙏",1078,1.79,0,train,synthetic_menu_fix
"Reminder from GCash: huwag i-share ang inyong OTP kahit kanino, kami mismo hindi humihingi nito.",196,8.5,0,train,synthetic_supplement
"Salamat sa lahat ng dumalo sa despedida ni Manager ko kagabi, ang saya! Hays.",116,8.07,0,train,synthetic_supplement
"⚠️ EARTHQUAKE ALERT: Magnitude 6.0 tremor recorded off the coast of Negros Occidental, tsunami advisory currently being assessed. https://pagasa.dost.gov.ph/5948",549,1.33,0,test,synthetic_hazard_fix
"Legit seller here! airpods brand new for ₱50,000. DM to reserve. Can ship via Grab Express.",1,29.85,1,test,real
Coins.ph sent a 6-digit code sa number mo for account recovery. Ito yung account ko. Pa-share naman ng code.,7,11.49,1,train,real
"Mga lods, naglaro kami hanggang madaling-araw. Needed that break today. Simple things pero nakaka-good mood.",2372,2.64,0,test,real
"Lods, nag-request ako ng RCBC OTP recovery. Paki-send yung verification code na na-receive mo sa number na yan.",369,19.67,1,train,real
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. click the link in the post. first come, first served.",51,20.49,1,train,real
"Now hiring content moderators! No experience required, training provided. Salary: $1,000/month. tinyurl.com/free9906.",45,6.24,1,train,real
